16	10
5.035558645217562e-07	X0 Z1 Y2 Y4 Z5 Z6 Z7 X8
-0.0012178527848635489	Y7 Z8 Y9 X13 Z14 X15
0.004872073975325491	X6 Z7 X8 X10 Z11 X12
0.012810040710807932	X3 Y4 Y9 Z10 Z11 Z12 Z13 X14
0.012810829365836348	Y2 Z3 Z4 Z5 Z6 X7 X8 Z9 Z10 Z11 Z12 Y13
0.007515727874259423	Y9 Z10 Y11 Z12
0.009087040234531192	X4 Z5 Z6 Z7 Z8 Z9 X10 Z15
-0.0015228693065251777	Y1 Z2 Z3 X4 X11 Z12 Z13 Y14
0.0032781670557731814	X0 Y1 Y6 Z7 Z8 Z9 Z10 Z11 Z12 X13
0.007078985690138449	Y2 Z3 Z4 Z5 Y6 Y8 Z9 Z10 Z11 Y12
-0.0016862472808652608	Y0 Z1 Y2 Y3 Z4 Z5 Z6 Z7 Z8 Z9 Z10 Y11
0.004671327190201246	Y0 X1 X12 Y13
0.14412854052883764	Z14 Z15
-0.004583280174806103	Z5 Y11 Z12 Z13 Z14 Y15
-0.0015873338175704155	Y1 Z2 Z3 Z4 Z5 Y6 Y10 Z11 Z12 Y13
5.4582523619512306e-05	Z1 X10 Z11 Z12 Z13 X14
7.96602092137725e-06	Y1 Z2 Z3 Y4 Y8 Z9 Z10 Y11
1.011742239238541e-06	Z0 Y2 Z3 Y4
0.00943266557879461	Y5 Z6 Z7 X8 X10 Z11 Z12 Z13 Z14 Y15
0.017651167231207257	X8 X10
0.005189046920741013	X3 Z4 Z5 X6 Y7 Z8 Z9 Y10
0.013491378815942506	X3 Z4 X5 Y8 Z9 Z10 Z11 Z12 Z13 Y14
2.1083731976617388e-05	Y0 Z1 Z2 Y3 X4 Z5 Z6 Z7 Z8 Z9 Z10 X11
2.8502683006873216e-05	Y0 Z1 Z2 X3 X11 Z12 Z13 Y14
0.0052427065845064074	Z7 X8 Z9 Z10 Z11 Z12 Z13 X14
0.00952390953281535	Y6 Z7 Z8 Y9 Y11 Y12
0.0019373144867909312	Y1 Z2 Y3 Z14
0.007297664293044485	Y5 X6 X7 Z8 Z9 Y10
0.0007970315978244344	Y1 Z2 Z3 Z4 Y5 Z13
-0.005028087402558444	X2 Z3 X4 X5 Z6 Z7 Z8 Z9 Z10 X11
0.00024044652549093235	Z1 X8 Z9 Z10 Z11 Z12 Z13 X14
0.0016143152926301292	X1 Z2 X3 Z10
-0.0005005849150454537	X3 Z4 Z6 Z7 Z8 X9
-0.002328015895784705	Y7 Z8 Z9 Z10 Y11 Y13 Z14 Y15
-0.0013636937864049963	Y1 Z2 Z3 X4 X8 Z9 Z10 Z11 Z12 Z13 Z14 Y15
0.0007861928301967729	X1 Z2 Z3 X4 X14 X15
-0.006465682301379826	X6 Y7 Y10 Z11 Z12 Z13 Z14 X15
0.022680663529989264	Y2 Z3 Z4 Z5 Y6 X11 Z12 X13
-0.010894409040856454	Z4 X11 Z12 Z13 Z14 X15
0.0033339482389071573	X4 Y5 Y7 Z8 Z9 Z10 Z11 X12
-0.01106723837443852	Y7 Z8 Z9 Y10 Y12 Z13 Z14 Y15
-0.00013057547610949397	X0 Z1 Z2 Z3 Z4 Z5 Z6 X7 Y8 Z9 Z10 Z11 Z12 Y13
0.0015228693065251777	X1 Z2 Z3 X4 Y11 Z12 Z13 Y14
-0.006412740100416748	Y3 Y4 Y8 Z9 Z10 Z11 Z12 Z13 Z14 Y15
0.0894723219626373	X9 Z10 X11
-0.0024688834897421677	Y5 Z6 Y7 Y9 Z10 Z11 Z12 Y13
8.50124502589706e-06	Y1 Z2 Z3 Z4 X5 X9 Z10 Y11
-0.007297664293044485	X5 X6 Y7 Z8 Z9 Y10
0.0019888579040902334	X0 Z1 Z2 Z3 X4 Y9 Z10 Z11 Z12 Z13 Z14 Y15
0.0035141490814959565	Y2 X3 X9 Y10
0.013280255190636045	X2 Z3 Z4 Z5 Z6 Z7 X8 Z11
-0.0015240222662674528	Y1 Z2 Y3 X4 Z5 Z6 Z7 Z8 Z9 Z10 Z11 Z12 Z13 X14
-0.07664742212969666	Z0 X3 Z4 Z5 Z6 Z7 Z8 Z9 Z10 X11
-0.021080835260564548	X4 Z5 Z6 Z8 Z9 Z10 Z11 Z12 Z13 X14
-0.0012327055016418218	X0 Z1 Z2 Z3 Y4 Y8 Z9 Z10 Z11 Z12 Z13 X14
-0.006311128866050351	X4 Y5 Y11 Z12 Z13 X14
2.8502683006873216e-05	X0 Z1 Z2 Y3 Y11 Z12 Z13 X14
3.892054680918426e-05	Y0 Z1 Z2 Z3 Z4 Z5 Z6 Z7 Z8 Z10 Z11 Z12 Z13 Y14
3.786220807851294e-05	Y1 Y2 Y4 Z5 Z6 Z7 Z8 Z9 Z10 Y11
0.0034264862885394565	X0 Z1 Z2 Z3 Z4 Z5 Z6 Z7 Z8 Z9 Z10 Y11 Y14 X15
0.0009800347351986071	X0 Z1 Z2 Z3 Z4 Z5 Z6 Z7 Z8 X9 Y10 Y11
-0.005189046920741013	X2 Z3 Z4 Z5 X6 Y7 Z8 Z9 Z10 Y11
-0.014323793278228133	Y4 Z6 Z7 Z8 Z9 Z10 Z11 Z12 Z13 Y14
-0.005196846533949651	Y5 Z6 Y7 X8 Z9 Z10 Z11 X12
-0.003739653239316869	X1 Y2 Y14 X15
-0.0024611692376462087	X4 Z5 X6 Y8 Z9 Z10 Z11 Y12
-0.004532755036398961	X5 Z6 X7 X11 Z12 X13
0.006574054265309534	Y4 Z5 Z6 Y7 Y11 Y12
0.006465682301379826	Y6 Y7 Y11 Z12 Z13 Y14
-0.004444703445536222	X5 Z6 X7 Y11 Z12 Y13
-0.0015231425322631545	X1 Z2 X3 X6 Z7 Z8 Z9 Z10 Z11 X12
6.588129047827068e-05	X2 X3 X5 Z6 Z7 Z8 Z9 X10
-0.0012357572693420535	Y0 Z1 Z3 Z4 Z5 Z6 Z7 Z8 Z9 Y10
0.002278621625714778	X1 Z2 Z3 Z4 Z6 Z7 Z8 X9
-0.002384573635638365	Z4 X8 Z9 Z10 Z11 Z12 Z13 X14
-0.0037104883775177875	X8 Z9 Z10 Z11 X12 X13 Z14 X15
-0.00911252369142655	Y4 Z5 Z6 Z7 Z8 Z9 Y10 Y11 Z12 Z13 Z14 Y15
4.00852349590151e-05	Y0 Z1 Z2 Z3 Z4 Z5 Z6 Z7 Z8 Z9 Z11 Z12 Z13 Y14
3.161958863618025e-05	X0 Z1 X2 X10 Z11 Z12 Z13 X14
0.004079412806497358	Y1 Z2 Z3 Z4 Z5 Z6 Y7 X11 Z12 X13
-3.4689924789491086e-05	Z2 X3 Z4 X5
0.002544144173373692	Y0 Z1 Z2 Z3 Y4 X11 Z12 Z13 Z14 X15
-2.401800447488079e-05	Y3 Z4 Z5 Z6 Z7 Y8 X9 Z10 Z11 Z12 Z13 X14
0.0013288791060982893	Y1 Z2 Z3 Z5 Z6 Z7 Z8 Y9
0.008739222478653812	X7 Z8 Z9 Z10 X11 Y12 Z13 Y14
0.002727963044207483	Y4 Z5 Z6 Y7 Y9 Z10 Z11 Y12
-0.005013567269511858	Y7 X8 X12 Z13 Z14 Y15
